id,title,story
5045547,"Judges House, The","This house was built for the NSW Chief Justice, Judge Dowling. From housing the well-to-do it became the City Night Refuge and Soup Kitchen, providing relief to the city's poorest for over 100 years. It is featured on the Community Heritage Walk."
5045550,Throsby Park Historic Site,"Throsby Park was owned and operated by five generations of the Throsby Family. The house, begun in 1834, reflects the growth of the family, being eventually extended to 27 rooms. Some furniture used by the family is still in the house. The property Charles Throsby established is important as the first grand residence built outside Sydney's Cumberland Plains. As well as the main house there is a series of farm buildings, a flour mill and the original stables. The grounds of Throsby Park are publicly accessible. Inspections of the interior can be arranged by calling the National Parks and Wildlife Service."
5045554,"Duntryleague with Lodge, Park, Gates, Stables","Discover the truly unique golfing experience that is Duntryleague. The combination of an 18 hole championship golf course with the sophisticated and elegant guesthouse dating from 1846 provides the perfect holiday venue. Accommodation at the 19th century mansion boasts self contained family rooms, twin and double rooms, executive and deluxe rooms with cedar four poster beds, with all the comforts of modern facilities. Even if golf is not to your taste, Duntryleague's 4 star accommodation is the ideal base fory our exploration of Orange. Orange is well known for its fine food and wine and its heritage character."
5045555,Palisade Hotel,The Palisade Hotel offers excellent accommodation and dining. You will be welcomed by old style hospitality and warmed by the hotel's warm traditional ambience. The bar is one of the cosiest and friendliest in Sydney - with views of the Harbour Bridge to boot! The restaurant has received wide acclaim for its innovative modern Australian cuisine.
5045558,Department of Education Building,"The imposing sandstone Department of Education Building is stop number six on the ""Colony"" walking tour compiled by the City of Sydney."
5045562,Bishops Lodge,"Bishops Lodge is a remarkable iron building constructed in 1889 to be the home of the first Anglican Bishop of the Riverina.  It features unique architecture reflecting climatic conditions of the Riverina, including corrugated iron on the outside and saw dust insulation. There are attractive gardens including an acclaimed collection of heritage roses. Morning and afternoon teas and light lunches can be served to groups by appointment. Convention facilities are available including a commercial kitchen."
5045563,Sydney Cricket Ground - Members Stand and Lady Members Stand,"The Sydney Cricket Ground is one of Australia's most famous sporting venues. It is a versatile venue which hosts not only cricket but Australian rules football, rugby league, rugby union, soccer, baseball, cycling, and major concerts. During your visit you can take a tour of the ground, see behind the scenes, explore sporting history in the museum and maybe meet the resident ghost!"
5045566,"Scots Presbyterian Church, Land and Trees",
5045569,Christ Church St Laurence Anglican Church and Pipe Organ,"The foundation stone of Christ Church was laid on 1 January 1840 and the partially completed building was consecrated on 10 September 1845. The church has been held in high regard by generations of church-goers. You can participate by joining the congregation for a service, which will give you an opportunity to listen to the beautiful Hill & Sons pipe organ."
5045570,Moama Historic Precinct,"The Moama Historic Precinct includes the Echuca Road/Rail Bridge and the Echuca Wharf facing it.  The area was once the site of Chinese market gardens, houses, a saw mill, a thriving ship building business and one of the busiest boat slips on the Murray River.  The land is now open red gum forest, but there are still remains of the boat slip and associated machinery. The hulks of two large river barges lie nearby."
5045579,Hydraulic Pump Station (former),"This may be the most unique bar you have ever visited. Transformed from a hydraulic pump house into a cutting-edge industrial chic bar with outdoor terrace, it boasts one of Australia's longest steel bars and a stylish, comfortable ottoman seating area. The kitchen features a wood-fired pizza oven, in which the chiefs also char grill mouth-watering meat dishes. The dining area serves modern Australian cuisine with Mediterranean and Middle Eastern influences. In the bar there is a huge selection of Australian and international specialty beers and tapas."
5045581,Hero of Waterloo Hotel,"The Hero of Waterloo is one of the oldest surviving public hotels in Australia, in continuous trade since 1845. Stories of colourful characters from the convict days and beyond surround the hotel. It is said that it has a tunnel which leads to the harbour, used for shanghai-ing sailors. The Hero of Waterloo runs ghost tours, on which you can learn more.  In the present, while you may still sense its convict past, the Hero of Waterloo is an award winning hotel and restaurant. Have a drink while listening to live music. have no fear, you will not be sent to sea!"
